keywords,sexo,n
restaurante,masculino,2
restituição,masculino,1
restrição,masculino,4
Restrição,feminino,1
restrição de liberdade,masculino,11
resultado,masculino,1
retenção,masculino,1
retirada,feminino,2
retirada,masculino,5
retirada.,masculino,1
retorno,feminino,2
réu,masculino,4
réu primário,masculino,1
réu primário castração química,masculino,1
réu reincidente.,masculino,1
revalidação,feminino,1
revalidação,masculino,2
revendedor,masculino,3
revisão,feminino,1
revisão,masculino,5
Revisão,NA,1
revisão contratual,masculino,1
revista pessoal,masculino,1
revitalização,masculino,1
revogação,feminino,1
revogação,masculino,22
revogação,NA,2
Revogação,masculino,5
revogação.,masculino,1
Rio Araguaia,masculino,1
Rio de Janeiro (Estado).,masculino,1
Rio Grande do Norte,masculino,2
Rio Grande do Norte,NA,1
Rio Grande do Sul,masculino,6
Rio Grande do Sul (RS),masculino,1
Rio Grande do Sul.,masculino,7
Rio Grande do Sul.,NA,1
Rio Paraguaçu (BA).,masculino,1
risco de crédito,masculino,2
riscos (segurança),masculino,2
Riscos (segurança),masculino,1
riscos (segurança) .,masculino,1
robótica.,feminino,1
rocha ornamental,masculino,1
roda de automóvel,masculino,1
rodovia,masculino,4
rodovia,NA,1
rodovia federal,feminino,1
rodovia federal,masculino,19
Rodovia federal,masculino,1
Rodovia Federal,feminino,1
Rodovia Federal,masculino,2
rodovia federal.,masculino,3
rodovia.,masculino,3
rodovia.  _ Revogação,masculino,1
rol de testemunhas,masculino,1
Rolante (RS).,masculino,1
Rondônia,feminino,2
Rondônia,masculino,1
Roteiro Turístico Caminhos da Neve,masculino,1
rotulagem,feminino,1
rotulagem,masculino,2
rótulo de alimento,feminino,1
rótulo do produto,masculino,5
rótulo do produto.,feminino,1
rótulo do produto.,masculino,1
roubo,feminino,1
roubo,masculino,30
roubo qualificado,masculino,1
roubo.,masculino,1
RP Brasil Comunicações,masculino,1
sabonete.,masculino,1
sabor.,masculino,1
saída,masculino,2
saída temporária,masculino,3
saída temporária,NA,1
sala de aula,feminino,1
salário,masculino,1
salário,NA,1
salário de contribuição,feminino,1
salário de contribuição,NA,2
salário de contribuição.   _Extinção,NA,1
salário de contribuição.  _Alteração,NA,1
salário de contribuição.  _Revogação,NA,1
salário mínimo.,masculino,1
salário-de-benefício,NA,2
salário-maternidade,masculino,1
Salário-maternidade,masculino,1
saldo devedor,masculino,2
Salva-vida,feminino,1
sanção,masculino,1
sanção.,masculino,2
saneamento básico,masculino,3
sanitização,masculino,1
Sant'Ana do Livramento (RS),masculino,1
Santa Casa de Misericórdia,masculino,2
Santa Casa de Misericórdia,NA,1
Santa Casa de Misericórdia.,masculino,1
Santa Catarina (SC).,masculino,1
Santa Catarina.,masculino,1
Santa Catarina.   _Revogação,feminino,2
Santa Catarina.   _Revogação,masculino,11
Santa Catarina.   _Revogação,NA,1
Santa Catarina.  _Revogação,masculino,2
Santa Isabel (SP),masculino,1
Santa Luzia do Tide (MA).,masculino,1
Santa Maria (RS),masculino,5
Santa Rita do Sapucaí (MG),masculino,1
Santa Teresa (ES),masculino,2
Santa Tereza de Goiás (GO),masculino,1
Santa Terezinha de Goiás (GO),masculino,1
São Gabriel da Palha (ES),masculino,1
São João Batista (SC),masculino,2
São José do Rio Preto (SP),masculino,2
São Luiz do Paraitinga (SP),masculino,1
São Miguel do Araguaia (GO),masculino,1
São Paulo (ES),masculino,1
São Paulo (Estado),masculino,8
São Paulo (Estado).,masculino,4
São Paulo (SP).,masculino,1
São Paulo.,masculino,3
Sapucaia do Sul (RS),masculino,1
Satélite Geoestacionário de Defesa e Comunicações Estratégicas (SGDC).,masculino,1
saúde,masculino,5
Saúde,masculino,1
saúde mental.,masculino,1
saúde pública,feminino,1
saúde pública,masculino,1
saúde pública.,masculino,2
saúde.,masculino,2
saúde.,NA,1
Secretaria da Receita Federal,masculino,1
Secretaria da Receita Federal do Brasil,masculino,1
Secretaria da Receita Federal do Brasil,NA,1
Secretaria do Tesouro Nacional (STN),masculino,1
Secretaria Nacional de Segurança Pública (SENASP). _Isenção tributária,masculino,1
Securitização,masculino,1
segunda instância,masculino,2
segunda instância.,masculino,3
segunda via,masculino,1
segundo instância,masculino,1
segurado,feminino,1
segurado,masculino,10
segurado,NA,4
segurado especial,masculino,1
segurado facultativo,masculino,1
segurado obrigatório,NA,1
segurado.,masculino,1
Seguradora,masculino,1
segurança,feminino,1
segurança,masculino,3
segurança aérea.,masculino,1
segurança aérea.  _Revogação,masculino,1
Segurança alimentar e nutricional.,masculino,1
segurança eletrônica,masculino,1
segurança hídrica,masculino,1
segurança institucional,masculino,1
segurança jurídica,masculino,2
segurança nacional,NA,1
segurança no  trânsito,masculino,1
segurança no trânsito,masculino,1
segurança no trânsito.  _Infração de trânsito,masculino,1
segurança privada,feminino,1
segurança privada,masculino,6
segurança pública,feminino,3
segurança pública,masculino,30
segurança pública,NA,1
segurança pública.,feminino,2
segurança pública.,masculino,25
segurança pública.,NA,1
Segurança Pública.,masculino,1
seguridade social,feminino,1
seguridade social,masculino,1
seguridade social,NA,2
seguridade social.,masculino,1
seguro,masculino,1
seguro de vida,masculino,1
Seguro habitacional,masculino,1
Seguro Obrigatório de Danos Pessoais Causados por Veículos Automotores de Vias Terrestres (Seguro DPVAT),masculino,3
seguro pessoal,masculino,1
seguro privado,masculino,1
seguro privado.,masculino,1
seguro privado.  _ Alteração,masculino,1
Seguro-Defeso,masculino,1
seguro-desemprego,feminino,1
seguro-desemprego,masculino,2
Selo Empresa Amiga do Ciclista,masculino,1
Selo Empresa Amiga do Meio Ambiente,masculino,1
Selo Escola Democrática,masculino,1
semáforo,masculino,2
Semana da Prematuridade,feminino,1
Semana da Prematuridade,masculino,3
Semana de Proteção contra os Agrotóxicos.,masculino,1
Semana Nacional Antidrogas,feminino,1
Semana Nacional da Adoção,masculino,1
Semana Nacional da Valorização e Promoção dos Autodefensores das Associações de Pais e Amigos dos Excepcionais- APAEs,feminino,1
Semana Nacional de Adoração a Deus,masculino,1
Semana Nacional de Combate ao Desperdício alimentar,masculino,1
Semana Nacional de Conscientização,masculino,1
Semana Nacional de Conscientização sobre a Alienação Parental,masculino,1
Semana Nacional de Incentivo à Doação de Órgãos,masculino,1
Semana Nacional de Prevenção do Abuso e da Exploração Sexual de Crianças e Adolescentes,masculino,1
Semana Nacional do Desporto,masculino,1
semanal,masculino,1
Senado Federal,masculino,2
Senado Federal. _Penalidade,masculino,1
senador,masculino,1
senador,NA,1
Senador,masculino,1
senha.,masculino,1
sentença condenatória,masculino,2
sentença judicial,masculino,1
Serviço de Acesso Condicionado (SeAC),feminino,1
Serviço de Atendimento ao Consumidor (SAC),masculino,1
Serviço de Atendimento Móvel de Urgência (SAMU).,masculino,1
Serviço de Comunicação Multimídia (SCM),masculino,1
Serviço de Denúncia de Violações aos Direitos Humanos,feminino,1
Serviço de mensagens curtas,masculino,1
Serviço de Retransmissão de Rádio (RTR),masculino,2
serviço de vigilância,masculino,1
serviço efetivo,masculino,1
serviço militar,masculino,1
serviço militar obrigatório,masculino,1
Serviço militar voluntário,masculino,1
Serviço móvel pessoal (SMP),masculino,1
Serviço Nacional de Aprendizagem da Educação (SENAED),masculino,1
Serviço Nacional de Aprendizagem do Comércio (Senac),masculino,1
Serviço Nacional de Aprendizagem do Cooperativismo (Sescoop).,masculino,1
Serviço Nacional de Aprendizagem do Transporte (SENAT),masculino,1
Serviço Nacional de Aprendizagem Industrial (Senai),masculino,1
Serviço Nacional de Aprendizagem Rural (Senar),masculino,1
serviço notarial e de registro,masculino,1
serviço notarial e de registro.,masculino,1
Serviço notarial e de registro.,masculino,1
serviço postal,masculino,2
Serviço Social da Educação (SESED),masculino,1
Serviço Social da Indústria (Sesi),masculino,1
Serviço Social do Comércio (Sesc),masculino,1
Serviço Social do Transporte (Sest),masculino,1
Serviço Social e Serviço de Aprendizagem da Tecnologia da Informação e Comunicação (SETIC),feminino,2
Serviço Social e Serviço de Aprendizagem da Tecnologia da Informação e Comunicação (SETIC),masculino,11
serviços,masculino,17
serviços,NA,1
serviços de comunicação,masculino,1
Serviços de cuidados de saúde domiciliares.,masculino,1
serviços de engenharia.,masculino,2
serviços de saúde,feminino,2
serviços de saúde,masculino,2
serviços de telecomunicações,masculino,2
Serviços de telecomunicações,masculino,2
Serviços de telecomunicações.,feminino,1
serviços públicos,masculino,3
Serviços públicos,NA,1
Serviços públicos de emergência,masculino,1
serviços públicos de emergência.,masculino,1
serviços públicos.,NA,2
serviços técnicos de natureza singular,masculino,1
Serviços técnicos de natureza singular,masculino,1
serviços.,masculino,2
servidor público,feminino,1
servidor público,masculino,11
servidor público,NA,1
servidor público civil,masculino,1
servidor público civil,NA,1
servidor público civil.,masculino,1
servidor público militar,masculino,1
sessão,masculino,1
setembro,masculino,3
setembro.,feminino,1
setembro.,masculino,3
setor privado,masculino,1
setor privado.,masculino,1
setor público,masculino,1
setor público.,masculino,1
sexismo.,feminino,1
sexo feminino,feminino,1
sexo feminino,masculino,1
sexo masculino,masculino,1
sexo masculino.,feminino,1
sexualidade,masculino,1
sigilo,masculino,1
símbolo,masculino,2
simplificação,masculino,1
sinalização,masculino,2
sinalização de trânsito,masculino,2
sindicato,masculino,2
síndico administrador,masculino,1
síndrome cromossômica,masculino,2
Síndrome cromossômica,masculino,2
Síndrome de Down,masculino,3
sinistro,masculino,1
Sistema Braille,masculino,2
Sistema Braille.,masculino,1
Sistema de Avaliação da Educação Básica (SAEB),masculino,1
Sistema de Avaliação da Educação Básica (SAEB).,masculino,1
Sistema de compartilhamento de bicicleta,masculino,1
Sistema de Energia Solar Fotovoltaica,masculino,2
Sistema de Energia Solar Fotovoltaica.,masculino,1
Sistema de Energia Solar Fotovoltaica.  _Alteração,masculino,1
Sistema de Esgotamento Sanitário,masculino,1
sistema de informação,masculino,1
sistema de informação,NA,1
Sistema de Pagamentos Brasileiro (SPB),masculino,1
sistema eleitoral proporcional,NA,1
Sistema Eleitoral Proporcional,masculino,1
Sistema Financeiro de Habitação (SFH).,masculino,1
Sistema Financeiro Nacional (SFN),masculino,1
sistema financeiro.,feminino,1
sistema financeiro.,masculino,3
Sistema financeiro.,masculino,2
Sistema Financeiro.,feminino,1
Sistema Nacional de Armas (Sinarm),masculino,1
Sistema Nacional de Bibliotecas Escolares (SNBE),feminino,1
Sistema Nacional de Certificação de Unidades Armazenadoras.,masculino,1
Sistema Nacional de Cultura,masculino,1
Sistema Nacional de Informações de Qualidade do Ar,masculino,1
Sistema Nacional de Informações de Registro Civil (Sirc).,masculino,1
Sistema Nacional de Informações de Segurança Pública,masculino,2
Sistema Nacional de Mobilidade Urbana,masculino,1
Sistema Nacional de Saúde.,masculino,1
Sistema Nacional de Turismo,masculino,1
Sistema Nacional de Unidades de Conservação da Natureza (Snuc),masculino,1
Sistema Nacional de Unidades de Conservação da Natureza (Snuc). _ Alteração,masculino,2
Sistema Nacional de Viação (SNV),masculino,1
sistema operacional,masculino,1
Sistema Público de Escrituração Digital (Sped).,masculino,1
Sistema S,masculino,1
Sistema Único de Assistência Social (SUAS),masculino,1
Sistema único de Saúde (SUS),masculino,2
Sistema Único de Saúde (SUS),feminino,1
Sistema Único de Saúde (SUS),masculino,7
Sistema Único de Saúde (SUS),NA,1
Sistema Único de Saúde (SUS).,feminino,1
Sistema Único de Saúde (SUS).,masculino,7
Sistema Único de Saúde (SUS).  _Alteração,masculino,1
Sistema Único de Saúde Animal (SUS ANIMAL),feminino,1
Sistema Único de Saúde.  _ Alteração,feminino,2
Sistema Único de Saúde.  _ Alteração,masculino,1
Sistema Único de Segurança Pública (Susp),masculino,1
sítio (internet),masculino,1
Sítio (internet),masculino,3
sítio (internet).,masculino,1
sítio institucional (internet),masculino,2
situação,feminino,1
situação de emergência,feminino,1
skate,masculino,1
sociedade (pessoa jurídica),feminino,1
sociedade (pessoa jurídica),masculino,2
Sociedade (pessoa jurídica),masculino,1
sociedade anônima.,masculino,1
sociedade controladora,feminino,1
sociedade cooperativa,masculino,2
sociedade cooperativa,NA,1
sociedade cooperativa.,masculino,1
sociedade de economia mista,feminino,1
Sociedade de economia mista,masculino,1
Sociedade simples,masculino,1
sociedade subsidiária,feminino,1
Sociedade unipessoal,masculino,1
sócio,masculino,3
soda cáustica.,feminino,1
software aplicativo,masculino,12
software aplicativo,NA,1
solteiro,masculino,1
solução de conflito,masculino,2
soro antipeçonhento,masculino,1
sorteio,masculino,1
subdelegação de competência,masculino,1
submissão,masculino,2
subsídio,masculino,1
Subsídio,feminino,1
subsídio tarifário,masculino,1
substância ou engenho explosivo.,masculino,1
substituição,feminino,2
substituição,masculino,8
substituição,NA,1
substituto (administração pública),masculino,1
subvenção,masculino,4
subvenção,NA,2
Subvenção,masculino,1
subvenção econômica,masculino,1
sucessão (direito civil).,masculino,1
sucessão empresarial,masculino,1
sucumbente,masculino,1
Suiça Brasileira,masculino,1
sujeição,masculino,1
sujeito passivo,masculino,1
súmula,masculino,1
Súmula vinculante.,masculino,1
superioridade,masculino,1
supermercado,masculino,2
suplente,feminino,1
supressão,masculino,3
surdo,masculino,1
suspensão,feminino,1
suspensão,masculino,9
suspensão,NA,1
Suspensão,masculino,1
sustação,masculino,1
sustentação oral,masculino,1
tabela,masculino,1
tabela progressiva anual,masculino,1
Tabela progressiva anual,masculino,1
tabela progressiva mensal,masculino,2
Tabela progressiva mensal,masculino,1
tabelião de notas,masculino,1
Taiada,masculino,1
Taifeiro-mor do Exército.  _Revogação,feminino,1
tanque de combustível.,masculino,1
tarifa,masculino,2
tarifa de energia elétrica,masculino,2
tarifa de energia elétrica,NA,2
tarifa de energia elétrica.,masculino,1
Tarifa de energia elétrica.,masculino,1
tarifa mínima,NA,1
tarja de alerta,masculino,1
tarja de alerta.,masculino,1
taxa,feminino,2
taxa,masculino,9
Taxa de Controle e Fiscalização Ambiental (TCFA),masculino,1
Taxa de conveniência,masculino,1
taxa de inscrição,feminino,1
taxa de inscrição,masculino,1
Taxa de Juros Selic,masculino,1
taxa de ocupação,masculino,2
taxa extra,masculino,1
táxi,masculino,1
táxi.,masculino,1
técnico em necropsia,masculino,1
Técnico em Resgate de Animais,masculino,1
tecnologia,feminino,1
tecnologia,masculino,2
tecnologia assistiva,masculino,1
Tecnologia assistiva,masculino,1
tecnologia assistiva.,masculino,1
Tecnologia da informação e comunicação (TIC),feminino,1
tecnologia digital,masculino,1
Tecnológica e de Inovação (ICT),masculino,1
Telecomunicações Brasileiras (Telebras),masculino,1
telefone,masculino,1
telefone celular pré-pago.,masculino,1
telefonia,masculino,2
telefonia móvel.,masculino,1
telemarketing ativo.,NA,1
televisão,feminino,1
televisão,masculino,1
televisão por assinatura,feminino,1
televisão por assinatura,masculino,2
televisão.,masculino,1
telhado verde,masculino,1
tema transversal,masculino,2
tema transversal.,masculino,1
tempo de contribuição,NA,2
temporizador,masculino,1
tentativa de suicídio,masculino,1
teor alcoólico,masculino,2
Teor alcoólico,masculino,1
teor alcóolico,feminino,1
terapeuta ocupacional,masculino,1
terapia renal substitutiva,masculino,1
terceiro,masculino,1
terceiro,NA,1
terceiro.,NA,1
terceiro. _Critério,masculino,1
terminal (informática),masculino,1
terminal de passageiros (TPS),masculino,1
terminal eletrônico de autoatendimento,masculino,1
Terminal fluvial,masculino,2
término do mandato,masculino,1
termo aditivo,masculino,1
Termo de Compromisso de Ajustamento de Conduta (TAC).,masculino,1
terras indígenas,masculino,1
Terras indígenas,NA,1
Terras quilombolas,NA,1
terreno baldio,masculino,1
terreno de marinha,masculino,1
terreno de marinha.,masculino,1
terrorismo,masculino,7
terrorismo.,masculino,1
terrorismo.   _Alteração,masculino,1
terrorismo.  _Alteração,masculino,1
Tesouro Direto.,masculino,1
Tesouro Nacional,masculino,3
testemunha,masculino,1
testemunha.,masculino,1
tipicidade,masculino,3
tipicidade penal,feminino,4
tipicidade penal,masculino,27
tipicidade penal,NA,1
tipo sanguíneo,masculino,1
tireoide.,masculino,1
titular,masculino,2
titularidade,masculino,1
Título de capital nacional,masculino,8
Título de capital Nacional,masculino,2
Título de capital Nacional,NA,1
Título de Capital Nacional,masculino,8
título de crédito,masculino,2
Título executivo extrajudicial.,masculino,1
Tocantins,masculino,1
tombamento,masculino,1
torcedor,masculino,3
tornozeleira eletrônica,NA,2
Tornozeleira eletrônica,masculino,1
tortura,masculino,6
trabalhador,feminino,5
trabalhador,masculino,11
trabalhador celetista,masculino,1
trabalhador doméstico,NA,1
trabalhador terceirizado,masculino,1
trabalhador.,masculino,2
trabalho,masculino,2
trabalho a distância,masculino,1
trabalho da mulher,masculino,1
trabalho do preso,masculino,6
trabalho do preso,NA,1
trabalho escravo,masculino,1
trabalho infantil.,masculino,1
trabalho intermitente,masculino,2
trabalho intermitente.,masculino,1
trabalho.,feminino,1
trabalho.,masculino,1
traçado (geografia),feminino,2
traçado (geografia),masculino,11
traçado (geografia),NA,1
traficante,feminino,1
tráfico,masculino,1
tráfico de animais silvestres.,masculino,1
tráfico de armas,feminino,1
tráfico de armas,masculino,10
tráfico de droga,masculino,9
tráfico de drogas,feminino,1
tráfico de drogas,masculino,11
tráfico de influência,feminino,1
tráfico de influência,masculino,10
tráfico internacional de arma de fogo,masculino,12
Tráfico internacional de arma de fogo,masculino,11
tráfico internacional de arma de fogo.,masculino,1
tráfico internacional de arma de fogo. _ Proibição,masculino,1
tramitação,masculino,1
transação imobiliária,masculino,1
transexual,masculino,1
transexual.,masculino,1
transferência,feminino,1
transferência,masculino,6
Transferência,masculino,1
transferência voluntária,masculino,1
transformação,masculino,3
transgênero.,masculino,1
trânsito,masculino,1
trânsito em julgado,masculino,1
trânsito.,feminino,1
trânsito.,masculino,3
trânsito.   _Inclusão,masculino,1
transparência,masculino,2
transparência ativa,masculino,1
Transparência ativa,masculino,1
transparência pública,feminino,1
transparência pública.,masculino,6
transparência pública.,NA,2
transparência. _ Alteração,masculino,1
transporte,masculino,4
transporte coletivo,masculino,1
Transporte coletivo,masculino,1
transporte coletivo.,masculino,1
transporte de carga,masculino,1
transporte de carga.,masculino,2
transporte de passageiro,feminino,1
transporte de passageiro,masculino,4
transporte de passageiro,NA,1
transporte de passageiro.,masculino,1
transporte de valores,masculino,5
transporte escolar,masculino,2
Transporte Escolar,masculino,1
Transporte gratuito,masculino,1
transporte individual,masculino,2
transporte intermunicipal,masculino,1
transporte marítimo.,masculino,1
transporte público,masculino,2
Transporte público,masculino,1
transporte público coletivo,masculino,2
transporte público.,masculino,1
transporte remunerado,NA,1
Transtorno Global do Desenvolvimento (TGD).,masculino,1
transtorno mental.,masculino,1
tratamento,feminino,1
tratamento,masculino,17
tratamento de imagem,masculino,2
tratamento de imagem,NA,1
tratamento de saúde,feminino,3
tratamento de saúde,masculino,3
tratamento protocolar,masculino,1
tratamento psiquiátrico,NA,1
travesti,masculino,1
trecho ferroviário,masculino,1
trecho rodoviário,feminino,1
trecho rodoviário,masculino,6
Trecho rodoviário,masculino,1
trecho rodoviário.   Alteração,masculino,1
treinamento,feminino,1
treinamento,masculino,4
Trevo rodoviário,masculino,1
Tribunal  de Contas da União (TCU),masculino,2
Tribunal de Contas da União (TCU),feminino,2
Tribunal de Contas da União (TCU),masculino,37
tribunal de justiça,masculino,11
tribunal de justiça.,masculino,1
Tribunal do Júri.,masculino,1
Tribunal Regional do Trabalho,masculino,1
Tribunal Regional do Trabalho (TRT),masculino,1
Tribunal Regional Federal (TRF),masculino,12
Tribunal Superior do Trabalho,masculino,1
Tribunal Superior do Trabalho (TST),masculino,1
tributação,feminino,2
tributação,masculino,6
tributação,NA,1
tributação.,feminino,2
tributação.,masculino,37
tributação.    _Alteração,masculino,1
tributação.   _Alteração,masculino,1
tributação.  _Alteração,masculino,1
tributo,masculino,2
tributo,NA,1
triciclo motorizado,masculino,1
Triciclo motorizado,masculino,1
Triciclo motorizado.,masculino,1
trigo,masculino,1
trilha ecológica,masculino,1
trincheira (trânsito),masculino,1
tripulação.,masculino,1
troca,masculino,2
troca. _Alteração,masculino,1
Trombas (GO),masculino,1
trote telefônico,masculino,1
Trote telefônico.,masculino,1
tunel.,masculino,1
turismo,masculino,3
turismo rural,masculino,1
turismo sustentável,masculino,1
turismólogo,masculino,1
turista,masculino,2
turno escolar.,masculino,1
tutela,feminino,2
tutela provisória,masculino,1
Uirapuru (GO),masculino,1
Ultraje público ao pudor,feminino,1
ultrassonografia,masculino,1
União,masculino,25
União,NA,1
união estável,masculino,1
união estável.,masculino,1
União.,feminino,1
União.,masculino,3
unicameralismo,masculino,2
Unidade Básica de Saúde (UBS),masculino,2
unidade consumidora de energia,masculino,1
unidade de conservação,masculino,3
Unidade de conservação de uso sustentável,masculino,1
unidade de conservação. _ Alteração,masculino,1
unidade de saúde,feminino,1
unidade de saúde,masculino,3
unidade de saúde.,feminino,1
unidade de saúde.,masculino,1
unidade pública de saúde,masculino,1
Unidade pública de saúde,masculino,1
Unidade pública de saúde.,NA,1
unificação,masculino,1
uniforme militar,masculino,2
uniformização,masculino,1
universalização,feminino,2
universalização,masculino,1
universidade,masculino,1
universidade estrangeira.,feminino,1
Universidade Federal de Santa Maria (UFSM),masculino,1
Universidade Federal do Maranhão do Sul (UFMASUL),NA,1
Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),masculino,2
Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM).,masculino,4
urbanista,masculino,1
urgência.,masculino,1
Uruaçu (GO),masculino,1
uso coletivo,masculino,2
uso coletivo.,masculino,1
uso indevido de uniforme,masculino,1
Uso indevido de uniforme,masculino,1
uso medicinal,masculino,2
uso pessoal,masculino,3
uso privado,masculino,3
uso sustentável,masculino,1
usuário de serviço,feminino,1
usuário de serviço,masculino,6
usuário de serviço de saúde,masculino,1
usuário de serviços,masculino,6
usuário de serviços,NA,2
usuário de serviços.,masculino,2
usuário.,masculino,1
utilitário,masculino,1
utilização,masculino,68
Utilização,feminino,1
Utilização,masculino,2
uva,masculino,1
vacinação,masculino,2
vaga,feminino,1
vaga,masculino,6
vaga,NA,1
vaga de garagem,masculino,1
vaga na escola,feminino,1
vaga na escola,masculino,1
vaga na escola,NA,1
vaga remanescente,masculino,1
validade,masculino,4
valor,masculino,13
valor,NA,2
valor fixo,masculino,1
valor líquido.,masculino,1
valor mínimo,masculino,1
valor real,feminino,1
valor.,masculino,1
valorização,feminino,1
valorização,masculino,1
vandalismo,masculino,1
vantagem econômica,masculino,1
vantagem indevida.   _Alteração,masculino,1
Vantagem Pessoal Nominalmente Identificada (VPNI),masculino,1
vara criminal colegiada,masculino,11
vara especializada,masculino,1
vara especializada,NA,1
Vargem Grande (MA).,masculino,1
variação,masculino,3
vazamento,masculino,1
veículo,masculino,18
veículo adaptado.,masculino,1
veículo automotor,masculino,1
veículo de coleção,masculino,1
veículo de coleção.,masculino,1
Veículo de segurança pública,masculino,1
veículo de segurança pública.,masculino,1
Veículo elétrico,masculino,1
veículo híbrido,masculino,1
Veículo leve sobre trilhos (VLT),masculino,1
veículo nacional,masculino,1
veículo oficial,masculino,1
veículo particular,masculino,1
veículo particular,NA,1
veículo terrestre,masculino,12
veículo terrestre.,masculino,1
veículo terrestre. _Alteração,masculino,1
veículo.,masculino,2
velocidade,masculino,2
velocidade,NA,1
venda,masculino,14
venda,NA,1
venda direta,masculino,2
vendedor ambulante,masculino,1
vereador,masculino,3
vereadora,feminino,1
vestígio,masculino,11
vestuário,masculino,1
via judicial.,masculino,1
via postal,masculino,1
via pública,masculino,4
via terrestre,masculino,1
viabilidade ambiental,masculino,1
viabilidade econômica,feminino,1
viabilidade técnica,feminino,1
viaduto,masculino,10
viajante,masculino,2
vice-governador,masculino,1
vice-prefeito,masculino,1
vice-presidente,feminino,1
Vice-Presidente da República,masculino,2
vício do produto,masculino,1
vício do serviço.,masculino,1
vídeo íntimo,feminino,2
vigência.,masculino,1
Vigilância sanitária.,masculino,1
vigilante,masculino,5
vigilante.,masculino,1
viiolência sexual,feminino,3
viiolência sexual,masculino,30
viiolência sexual,NA,1
vínculo empregatício,masculino,1
vinho,masculino,2
violação,masculino,2
violação de domicílio,masculino,1
violação de intimidade,masculino,1
violência,feminino,4
violência,masculino,51
violência,NA,2
violência autoprovocada,masculino,1
violência contra a mulher,feminino,2
violência contra a mulher,masculino,2
violência contra a mulher,NA,1
violência contra a mulher.,feminino,3
violência contra a mulher.,masculino,2
violência contra a mulher.,NA,1
violência doméstica,feminino,2
violência doméstica,masculino,5
violência doméstica,NA,1
violência doméstica.,masculino,2
violência domiciliar,feminino,1
violência patrimonial,masculino,1
violência política contra a mulher,feminino,1
violência psicológica,masculino,1
violência sexual,masculino,3
violência sexual.,feminino,1
violência.,feminino,1
violência.,masculino,1
virus HIV,masculino,1
visão monocular,masculino,1
visita,feminino,1
visita em estabelecimento penal.,masculino,1
visitação,masculino,1
visitação pública,masculino,2
Visitação pública,masculino,1
viticultura.,masculino,1
vítima,feminino,8
vítima,masculino,57
vítima,NA,2
vítima.,masculino,1
Vitória (ES),masculino,1
viúva,masculino,2
viúvo,masculino,1
vocábulo,feminino,1
volume (medida),masculino,1
voo,masculino,2
voo comercial,masculino,1
voo nacional.,masculino,2
voo.,masculino,1
voto,masculino,1
voto,NA,1
voto em trânsito,feminino,1
voto em trânsito,masculino,8
voto em trânsito.,masculino,2
voto plural,masculino,1
vulnerabilidade social,feminino,2
vulnerabilidade.,masculino,1
webcasting,masculino,1
Xambioá (TO),masculino,1
xenofobia.  _Alteração,masculino,1
Zika vírus. _ Alteração,masculino,1
Zona Especial de Segurança nos Municípios de Fronteira (ZESF),NA,1
zona rural,masculino,1
Zoneamento Ecológico-Econômico (ZEE),masculino,1
zoonose,masculino,1
Zumba,masculino,1
NA,feminino,1
NA,masculino,8
NA,NA,2
